Geographic Area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit of Measure
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1999,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2000,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2001,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2002,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2003,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2004,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2005,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2006,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2007,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2008,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2009,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2010,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2011,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2012,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2013,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2014,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2015,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2016,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2017,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2018,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2019,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2020,38,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1985,46,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1986,44,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1987,42,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1988,40,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1989,38,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1990,36,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1991,34,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1992,32,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1993,30,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1994,28,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1995,27,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1996,25,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1997,23,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1998,22,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,1999,21,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2000,19,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2001,18,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2002,17,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2003,16,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2004,14,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2005,13,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2006,12,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2007,12,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2008,11,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2009,10,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2010,9,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2011,9,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2012,8,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2013,7,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2014,7,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2015,6,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2016,6,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2017,5,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2018,5,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2019,5,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2020,4,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1985,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1986,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1987,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1988,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1989,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1990,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1991,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1992,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1993,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1994,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1995,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1996,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1997,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1998,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,1999,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2000,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2001,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2002,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2003,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2004,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2005,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2006,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2007,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2008,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2009,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2010,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2011,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2012,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2013,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2014,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2015,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2016,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2017,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2018,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2019,3,Percent
Northern America,Height-for-age <-2 SD (stunting),Total,2020,3,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1985,49,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1986,48,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1987,47,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1988,46,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1989,45,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1990,44,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1991,43,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1992,42,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1993,41,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1994,40,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1995,40,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1996,39,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1997,38,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1998,37,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,1999,37,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2000,36,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2001,35,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2002,34,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2003,33,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2004,33,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2005,32,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2006,31,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2007,31,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2008,30,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2009,29,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2010,29,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2011,28,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2012,27,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2013,27,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2014,26,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2015,25,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2016,25,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2017,24,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2018,24,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2019,23,Percent
Less Developed Regions,Height-for-age <-2 SD (stunting),Total,2020,23,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1985,44,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1986,43,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1987,42,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1988,41,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1989,40,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1990,39,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1991,38,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1992,38,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1993,37,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1994,36,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1995,36,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1996,35,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1997,35,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1998,34,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,1999,33,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2000,32,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2001,32,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2002,31,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2003,30,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2004,30,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2005,29,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2006,29,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2007,28,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2008,27,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2009,27,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2010,26,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2011,25,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2012,25,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2013,24,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2014,24,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2015,23,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2016,23,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2017,22,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2018,22,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2019,21,Percent
UN Regions World,Height-for-age <-2 SD (stunting),Total,2020,21,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1985,24,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1986,23,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1987,23,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1988,22,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1989,21,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1990,21,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1991,20,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1992,20,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1993,19,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1994,18,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1995,18,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1996,17,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1997,17,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1998,16,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,1999,16,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2000,15,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2001,15,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2002,14,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2003,14,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2004,13,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2005,13,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2006,13,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2007,12,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2008,12,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2009,11,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2010,11,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2011,11,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2012,10,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2013,10,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2014,10,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2015,9,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2016,9,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2017,9,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2018,8,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2019,8,Percent
Caribbean,Height-for-age <-2 SD (stunting),Total,2020,8,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1985,43,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1986,43,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1987,42,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1988,42,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1989,41,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1990,41,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1991,40,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1992,40,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1993,39,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1994,39,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1995,38,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1996,38,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1997,37,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1998,37,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,1999,36,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2000,36,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2001,36,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2002,35,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2003,35,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2004,34,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2005,34,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2006,33,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2007,33,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2008,32,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2009,32,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2010,32,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2011,31,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2012,31,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2013,30,Percent
Western Africa,Height-for-age <-2 SD (stunting),Total,2014,30,Percent
